X,Y,OBJECTID,Item_ID,Updated,Item_Name,Condition,Approximate_value,Stock_Item_or_Custom_Item,FACILITYID,XCoord,YCoord,CategoryMainType,FrontPhoto,BackPhoto,DamagePhoto,GeneralPhoto,LocationPhoto,Artist,TitleOfWork,YearInstalled,ComSource,OwnerPrivate,CommissionAmount,CurrentValue,IntExt,ComSourceOther,Owner
1450974.66605406,539863.206227481,1,160,2015/07/08 00:00:00+00,Statue,Good,,Custom,112,1450974.666,539863.2062,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_444.JPG,http://maps.charlottenc.gov/static/images/Hardscape/PR_photo_246.JPG,,,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_64.jpg,Selma Burke,,,,,,,,,County
1449562.76992773,540904.980062559,2,428,2015/07/08 00:00:00+00,NASCAR Hall of Fame,,,,398,1449562.77,540904.98,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_765.jpg,,,,,Erwin Redl,"""Wipe"" and ""Elementary Particles""",,2,,15000,,2,,City
1449520.99999814,540557.000115484,3,429,2015/07/08 00:00:00+00,NASCAR Hall of Fame,,,,399,1449521,540557,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_766.jpg,,,,,Norman Coates,"""Glory Road"" and ""Racing to Get in""",,2,,15000,,2,,City
1451535.07011697,536171.629949227,4,430,2013/06/28 00:00:00+00,Little Sugar Creek Greenway,,,,400,1451535.07,536171.63,Public Art,,,,,,Masayuki Nagase,"""Aquifer""",,2,,219500,,2,,County
1476932.93008231,534661.779950559,5,431,2013/09/10 00:00:00+00,Hickory Grove Branch Library,,,,401,1476932.93,534661.78,Public Art,,,,,,Charles Pikey,Hickory Grove,,2,,31850,,1,,County
1441022.3798563,552853.690088972,6,432,2015/07/08 00:00:00+00,Rozzelles Ferry Rd and Idaho Dr,,,,402,1441022.38,552853.69,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_767.jpg,,,,,Jeff Hackney,Reflection of community,,2,,56440,,2,,City
1445666.59989855,538611.529925063,7,433,2015/07/08 00:00:00+00,Trolley Museum,,,,403,1445666.6,538611.53,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_768.jpg,,,,,Norie Sato,Branch Lines,,2,,89000,,2,,City
1434894.83994605,549100.449892059,8,434,2013/06/28 00:00:00+00,Valerie Woodard Center,,,,404,1434894.84,549100.45,Public Art,,,,,,Laurel Holtzapple,Tuckaseegee Twelve,,2,,212165,,2,,County
1438967.00010881,537820.000340149,9,435,2013/09/13 00:00:00+00,Revolution Recreation Center,,,,405,1438967.000231,537820.000231,Public Art,,,,,,Cork Marcheschi,Walls Alive,,2,,85000,,2,,County
1445997.76295014,552423.169952646,10,436,2015/07/08 00:00:00+00,CMPD Metro Division (Beatties Ford),,,,406,1445997.763,552423.17,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_808.jpg,,,http://maps.charlottenc.gov/static/images/Hardscape/PG_Photo_770.jpg,,Chandra Cox,Protect and Lift Up the People,,2,,38682,,2,,City
1466400.00003272,538378.999878317,11,437,2015/07/08 00:00:00+00,Eastside Streetscape/Central Avenue,,,,407,1466400,538379,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_771.jpg,,,,,Amy Sanders,Untitled,,2,,42001,,2,,City
1464030.99984947,538967.000014648,12,438,2013/06/28 00:00:00+00,Eastside Streetscape/ Central Avenue,,,,408,1464031,538967,Public Art,,,,,,Doug Huynh,Growth,,2,,15000,,2,,City
1463827.99992739,539160.99995473,13,439,2013/09/13 00:00:00+00,Eastside Streetscape/ Central Avenue,,,,409,1463828,539161,Public Art,,,,,,Greg Scott,Water Under the Bridge,,2,,15000,,2,,City
1456615.99991572,545341.000061899,14,440,2013/06/28 00:00:00+00,Eastside Streetscape/ Central Avenue,,,,410,1456616,545341,Public Art,,,,,,Sharon Dowell,Untitled,,2,,15000,,2,,City
1420684.99992748,575711.000017315,15,441,2013/06/28 00:00:00+00,Shuffletown Sportsplex,,,,411,1420685,575711,Public Art,,,,,,Pete Beeman,The Shuffletown Hand,,2,,72250,,2,,County
1440409.17307746,539350.398197979,19,47,2015/07/08 00:00:00+00,Statue,Good,,Custom,164,1440409.173,539350.3982,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_419.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PR_photo_238.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PD_photo_684.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PG_photo_718.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_42.jpg,,,,,,,,,,Private
1454079.21890005,531213.095246896,20,166,2015/07/08 00:00:00+00,Statue,Good,,Custom,232,1454079.219,531213.0952,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_449.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PR_photo_250.jpg,,http://maps.charlottenc.gov/static/images/Hardscape/PG_photo_720.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_70.jpg,Elise Shaw,Hugh McMenaway,,,,,,,,City
1451175.77884081,540984.101295397,21,168,2015/07/08 00:00:00+00,Statue,Good,,Custom,114,1451175.779,540984.1013,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_451.jpg,http://maps.charlottenc.gov/static/images/Hardscape/PR_photo_252.jpg,,,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_72.jpg,,Charlotte-Mecklenburg Police Memorial,,,,,,2,,City
1448830.76811089,543598.00256364,24,179,2015/07/08 00:00:00+00,Art,,,,135,1448830.768,543598.0026,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_459.jpg,,,,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_76.jpg,Jack Pentes,Wind Sculpture,,1,,,,2,,City
1449658.85602164,542725.492497638,25,212,2015/07/08 00:00:00+00,Art,Good,120000,Custom,126,1449658.856,542725.4925,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_485.jpg,,,,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_92.jpg,Raymond Kaskey,Future,,1,,,,2,,City
1449592.05398989,542729.976084471,26,213,2015/07/08 00:00:00+00,Art,Good,,Custom,128,1449592.054,542729.9761,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_photo_486.jpg,,,,http://maps.charlottenc.gov/static/images/Hardscape/PL_photo_93.jpg,Raymond Kaskey,,,,,,,,,City
1467828.00012948,537866.000248149,33,415,2013/09/13 00:00:00+00,CMPD Eastway,,,,385,1467828.000231,537866.000231,Public Art,,,,,,Vivienne McConnell,Work In Progress,2013/11/13 00:00:00+00,3,,30600,,2,,City
1448021.00004539,543193.000092804,34,416,2013/06/27 00:00:00+00,Romare Bearden Park - Artwork,,,,386,1448021,543193,Public Art,,,,,,Richard Hunt,Work In Progress,,2,,,,2,,County
1490770.00017713,498758.000380307,35,417,2013/06/27 00:00:00+00,Matthews Sportsplex,,,,387,1490770.000231,498758.000231,Public Art,,,,,,Shaun Cassidy,Work in Progress,,3,,68000,,2,,County
1419331.04987948,507691.180020481,36,418,2015/07/08 00:00:00+00,CMPD Steele Creek Division,,,,388,1419331.05,507691.18,Public Art,,,,http://maps.charlottenc.gov/static/images/Hardscape/PG_Photo_757.jpg,,Billy Lee,Canopy,,2,,36000,,2,,City
1424654.99986146,541527.000143975,37,419,2015/07/08 00:00:00+00,CDI Airport - Birmingham/Billy Graham,,,,389,1424655,541527,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_758.JPG,,,,,Ed Carpenter,Ascendus,,2,,381000,,2,,City
1452040.99987939,552904.000027731,38,420,2015/07/08 00:00:00+00,Statesville Public Art Master Plan,,,,390,1452041,552904,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_759.JPG,,,http://maps.charlottenc.gov/static/images/Hardscape/PG_Photo_806.JPG,,Chandra Cox,,,2,,20000,,,,City
1451535.07011697,536171.629949227,39,421,2013/09/13 00:00:00+00,Little Sugar Creek Greenway,,,,391,1451535.07,536171.63,Public Art,,,,,,Living Lenses - Po Shu Wang & Louise Bertelsen,Sight Unseen,,2,,126000,,2,,County
1445867.11983871,545980.7999634,40,422,2015/07/08 00:00:00+00,I-77/West Trade Underpass,,,,392,1445867.12,545980.8,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_761.jpg,,,,,Erwin Redl,Passing through Light,,2,,173750,,2,,City
1462070.76984605,528844.470062897,41,423,2015/07/08 00:00:00+00,CMPD Providence Division,,,,393,1462070.77,528844.47,Public Art,,,,http://maps.charlottenc.gov/static/images/Hardscape/PG_Photo_762.jpg,,Thomas Thoune,Finding New Ground,,2,,39695,,2,,City
1476927.78015822,534336.089985147,42,424,2015/07/08 00:00:00+00,Fire Station #42,,,,394,1476927.78,534336.09,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_763.jpg,,,,,Zack Noble,42,,2,,50000,,2,,City
1448524.52003571,541661.760045066,43,425,2015/07/08 00:00:00+00,Levine Center for the Arts,,,,395,1448524.52,541661.76,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_807.jpg,,,,,Cliff Garten,Levine Lanterns,,1,,317800,,2,,City
1459209.68009581,544589.160030141,44,426,2015/07/08 00:00:00+00,Belmont Neighborhood Markers,,,,396,1459209.68,544589.16,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_764.jpg,,,,,Charles Partin,Belmont Markers,,2,,51850,,2,,City
1446810.99984072,557532.999956056,45,427,2013/06/28 00:00:00+00,Beatties Ford Road Library,,,,397,1446811,557533,Public Art,,,,,,Maja Godlewska,Imaginary Cloud,,2,,18170,,1,,County
1450954.00008489,540381.0001394,46,442,2013/06/28 00:00:00+00,700 East Fourth Street,,,,412,1450954.000231,540381.000231,Public Art,,,,,,Shan Shan Sheng,Dogwood,,2,,108000,,2,,County
1450954.00008489,540381.0001394,47,443,2013/06/28 00:00:00+00,City-County courts District,,,,413,1450954.000231,540381.000231,Public Art,,,,,,Amy Baur,Rendering the Familiar,,2,,75000,,1,,County
1472600.00009988,552200.000123397,48,444,2013/06/28 00:00:00+00,Eastway Sportsplex,,,,414,1472600,552200,Public Art,,,,,,Rob Neilson,Four Familiar Faces,,2,,72250,,2,,County
1449367.00030614,574703.000392899,49,445,2013/06/28 00:00:00+00,Charlotte-Mecklenburg Youthful Offender Facility at Jail North,,,,415,1449367.000231,574703.000231,Public Art,,,,,,Jackie Chang,Was/Am/Will Be,,2,,71400,,2,,County
1468761.00023197,493996.000389889,50,446,2015/07/08 00:00:00+00,Arboretum Fire Station #39,,,,416,1468761.000231,493996.000231,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_809.jpg,,,http://maps.charlottenc.gov/static/images/Hardscape/PG_Photo_810.jpg,,Michael Dillon,*Fire Station Gate #39* and *Fire Bird*,,2,,66978,,2,,City
1446203.00007246,559817.000309303,51,447,2013/06/28 00:00:00+00,Northwest Health Department Medical Clinic,,,,417,1446203.000231,559817.000231,Public Art,,,,,,Gail Simpson,Rest and Motion,,2,,56902,,2,,County
1441417.54015522,553256.839873224,52,448,2013/06/28 00:00:00+00,Medical Examiner Relocation,,,,418,1441417.54,553256.84,Public Art,,,,,,Ila Prouty,the Action of Water,,2,,36139,,3,,County
1431105.0000848,531525.0001349,53,449,2015/07/08 00:00:00+00,Environmental Services Building,,,,419,1431105.000231,531525.000231,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_775.jpg,,,,,Pam Beyette,Nature's Filters,,2,,104550,,2,,City
1444499.99986956,531999.999841064,54,451,2013/06/28 00:00:00+00,Silos at SouthEnd,,,,421,1444500,532000,Public Art,,,,,,Paul Cotter,Silos at SouthEnd,,3,Citiline Resortline Development Company,6000,,2,Developer,Private
1444499.99986956,531999.999841064,55,452,2013/06/28 00:00:00+00,Silos at SouthEnd,,,,422,1444500,532000,Public Art,,,,,,Zach Northington,Silos at SouthEnd,,3,Citiline Resortline Development Company,6000,,2,Developer,Private
1444499.99986956,531999.999841064,56,454,2013/06/28 00:00:00+00,Silos at SouthEnd,,,,424,1444500,532000,Public Art,,,,,,Mike Watson,Silos at SouthEnd,,3,Citiline Resortline Development Company,6000,,2,Developer,Private
1463770.00004339,539254.000096813,57,455,2015/07/08 00:00:00+00,Briar Creek Bridge,,,,425,1463770,539254,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_776.jpg,,,,,Jim Gallucci,Briar Creek Bridge,,2,,56000,,2,,City
1419129.00008672,540435.000031397,58,456,2015/07/08 00:00:00+00,CDI Airport,,,,426,1419129,540435,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_777.jpg,,,,,Andrea Myklebust,Heritage 4 Charlotte,,2,,250000,,2,,City
1454102.00035055,521564.000371888,59,457,2013/06/28 00:00:00+00,Myers park Branch Library,,,,427,1454102.000231,521564.000231,Public Art,,,,,,Emily Wilson,March Vedanta,,2,Public Library of Charlotte/ Mecklenburg County,3363,,1,,Private
1419458.00008489,540553.000123471,60,458,2015/07/08 00:00:00+00,CDI Airport - International Concourse D,,,,428,1419458,540553,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_778.jpg,,,,,Tom Patti,Flight Dialogue,,2,,298000,,1,,City
1451389.00019914,539890.00013715,61,459,2013/06/28 00:00:00+00,Mecklenburg County Courthouse,,,,429,1451389.000231,539890.000231,Public Art,,,,,,Robin Brailsford,"""We Hold these Truths"" (exterior) and ""Let Justice like a River Roll"" (interior)",,2,,110000,,3,,County
1451389.00019914,539890.00013715,62,460,2013/06/28 00:00:00+00,Mecklenburg Couty Billingsley Health Campus,,,,430,1451389.000231,539890.000231,Public Art,,,,,,Jann Rosen-Queralt,"""Awi-Spek""",,2,,77890,,2,,County
1451389.00019914,539890.00013715,63,461,2013/06/28 00:00:00+00,Mecklenburg County Courthouse Atrium,,,,431,1451389.000231,539890.000231,Public Art,,,,,,Ralph Helmick,Persistence of Vision,,2,,480000,,1,,County
1437309.00014398,503363.000028566,64,462,2015/07/08 00:00:00+00,South corridor Improvement Project Phase 1,,,,432,1437309,503363,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_779.jpg,,,,,Cliff Garten,Beacons,,,,132000,,2,,City
1442542.99984655,543511.000112981,65,463,2015/07/08 00:00:00+00,Freedom Drive Streetscape,,,,433,1442543,543511,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_780.jpg,,,,,Cheryl Foster,Faces of Freedom,,2,,71400,,2,,City
1440249.99983938,546382.999946401,66,464,2013/06/28 00:00:00+00,Westside Artist Residency,,,,434,1440250,546383,Public Art,,,,,,Cheryl Foster,Many Hands Make Light Work,,,Mecklenburg County,15000,,,,Private
1448828.00007181,543392.000350982,67,465,2013/06/27 00:00:00+00,Trademark Building,,,,435,1448828.000231,543392.000231,Public Art,,,,,,Sally Rogers,Zygos,,1,David Furman,85000,,2,,Private
1418840.00000855,540361.999849305,68,466,2015/07/08 00:00:00+00,CDI Airport Ticketing Lobby,,,,436,1418840,540362,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_781.jpg,,,,,Beatrice Coron,Postcards From North Carolina,,2,,85000,,2,,City
1419128.00008872,540460.000309482,69,467,2013/06/27 00:00:00+00,CDI Airport - Internation Departures area,,,,437,1419128.000231,540460.000231,Public Art,,,,,,Herb Jackson,Vulcan's Gate,,1,ASC,,,1,,Private
1441772.00007622,562114.999978393,70,468,2013/06/27 00:00:00+00,Central Street Maintenance Facility,,,,438,1441772,562115,Public Art,,,,,,Various Historical Photographs,NA,,,,3000,,1,,City
1473847.99990048,584372.00008373,71,469,2015/07/08 00:00:00+00,Fire Station #36,,,,439,1473848,584372,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_782.jpg,,,,,George Handy,Fire into Water,,2,,12000,,1,,City
1445696.00010222,545394.000283971,72,470,2013/06/27 00:00:00+00,Irwin Creek Pedestrian Tunnel Mural,,,,440,1445696.000231,545394.000231,Public Art,,,,,,Carolyn Whitman,Irvin Creek Mural at Frazier Park,,,,5000,,2,,County
1418000.00037622,530149.000262231,73,471,2013/06/27 00:00:00+00,Animal Control Facility,,,,441,1418000.000231,530149.000231,Public Art,,,,,,Donna Foster,"Raymen, Zoey princess and Robert Jr.",,,,2300,,1,,City
1457175.00011006,546815.000394732,74,472,2015/07/08 00:00:00+00,McCreesh Place,,,,442,1457175.000231,546815.000231,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_783.jpg,,,,,Barbara Webster,Diversity & Renewal,,2,,17000,,1,,City
1448828.00007181,543392.000350982,75,473,2015/07/08 00:00:00+00,Time Warner Arena Trade St. Plaza,,,,443,1448828.000231,543392.000231,Public Art,http://maps.charlottenc.gov/static/images/Hardscape/PF_Photo_784.jpg,,,,,Andrew Leicester,Flying Shuttles,,2,,505867.5,,2,,City
1456613.99991973,539883.000151142,76,474,2013/06/27 00:00:00+00,Mecklenburg County Courthouse Parking Plaza,,,,444,1456614,539883,Public Art,,,,,,Hoss Haley,Integrity,,1,,85000,,2,,County
1451223.00020306,545394.000283971,77,475,2013/06/27 00:00:00+00,ImaginOn,,,,445,1451223.000231,545394.000231,Public Art,,,,,,Larry Kirkland,The Writers Desk,,1,,350000,,2,,County
